Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2021/2022,08/05/2022,16:00,Austria Vienna,SK Rapid,1,1,D,2.46,3.4,3.06,2.7,3.46,3.06,2.43,3.29,2.87,,,,,,
Austria,Bundesliga,2021/2022,14/05/2022,16:00,Admira,Altach,0,3,A,2.1,3.37,3.93,2.2,3.44,3.93,2.12,3.27,3.51,,,,,,
Austria,Bundesliga,2021/2022,14/05/2022,16:00,Ried,LASK,1,1,D,4.71,3.69,1.83,4.71,3.8,1.94,3.9,3.63,1.88,,,,,,
Austria,Bundesliga,2021/2022,14/05/2022,16:00,Tirol,Hartberg,4,2,H,2.16,3.86,3.26,2.27,3.86,3.27,2.14,3.68,3.09,,,,,,
Austria,Bundesliga,2021/2022,15/05/2022,16:00,A. Klagenfurt,Austria Vienna,1,2,A,4.06,3.93,1.89,4.06,3.93,1.98,3.77,3.71,1.89,,,,,,
Austria,Bundesliga,2021/2022,15/05/2022,16:00,SK Rapid,Salzburg,0,1,A,6.09,4.98,1.5,6.5,4.98,1.6,5.76,4.6,1.49,,,,,,
Austria,Bundesliga,2021/2022,15/05/2022,16:00,Sturm Graz,Wolfsberger AC,1,4,A,2.1,3.7,3.54,2.12,3.88,3.73,2.02,3.64,3.41,,,,,,
Austria,Bundesliga,2021/2022,20/05/2022,18:00,Altach,Tirol,2,1,H,1.62,4.73,4.93,1.73,4.73,4.93,1.66,4.23,4.47,,,,,,
Austria,Bundesliga,2021/2022,20/05/2022,18:00,Hartberg,Ried,1,1,D,2.85,2.48,3.64,3.0,2.48,3.7,2.75,2.37,3.47,,,,,,
Austria,Bundesliga,2021/2022,20/05/2022,18:00,LASK,Admira,3,1,H,1.59,4.43,5.63,1.6,4.47,5.7,1.56,4.24,5.35,,,,,,
Austria,Bundesliga,2021/2022,21/05/2022,16:00,Austria Vienna,Sturm Graz,4,2,H,1.94,4.02,3.77,1.99,4.02,3.85,1.93,3.72,3.61,,,,,,
Austria,Bundesliga,2021/2022,21/05/2022,16:00,Salzburg,A. Klagenfurt,1,1,D,1.11,12.14,19.54,1.12,12.14,29.0,1.09,10.61,21.34,,,,,,
Austria,Bundesliga,2021/2022,21/05/2022,16:00,Wolfsberger AC,SK Rapid,2,1,H,2.27,3.9,2.96,2.28,4.02,2.99,2.22,3.75,2.89,,,,,,
Austria,Bundesliga,2021/2022,23/05/2022,18:00,Tirol,LASK,2,1,H,3.48,3.65,2.13,3.5,3.84,2.16,3.28,3.62,2.07,,,,,,
Austria,Bundesliga,2021/2022,26/05/2022,16:00,Tirol,SK Rapid,1,2,A,2.92,3.63,2.44,2.92,3.7,2.46,2.78,3.52,2.39,,,,,,
Austria,Bundesliga,2021/2022,27/04/2022,17:30,Sturm Graz,Salzburg,2,1,H,4.48,3.64,1.87,4.52,3.85,2.09,4.12,3.56,1.86,,,,,,
Austria,Bundesliga,2021/2022,02/04/2022,16:00,LASK,Ried,0,2,A,1.57,4.7,5.51,1.57,4.84,6.26,1.52,4.43,5.51,,,,,,
Austria,Bundesliga,2021/2022,27/04/2022,17:30,SK Rapid,A. Klagenfurt,2,2,D,1.43,5.02,7.36,1.45,5.1,7.36,1.42,4.82,6.54,,,,,,
Austria,Bundesliga,2021/2022,26/04/2022,17:30,Ried,Admira,1,1,D,2.19,3.37,3.63,2.25,3.37,3.63,2.17,3.24,3.39,,,,,,
Austria,Bundesliga,2021/2022,03/04/2022,13:30,Wolfsberger AC,Sturm Graz,0,2,A,2.99,3.54,2.44,3.0,3.58,2.44,2.88,3.43,2.37,,,,,,
Austria,Bundesliga,2021/2022,03/04/2022,16:00,Salzburg,SK Rapid,2,1,H,1.37,5.44,8.54,1.37,6.0,9.4,1.33,5.22,8.46,,,,,,
Austria,Bundesliga,2021/2022,09/04/2022,16:00,Admira,LASK,1,1,D,4.17,3.87,1.88,4.17,3.87,1.99,3.84,3.55,1.92,,,,,,
Austria,Bundesliga,2021/2022,09/04/2022,16:00,Ried,Hartberg,0,0,D,1.93,3.63,4.21,2.0,3.75,4.21,1.93,3.52,3.82,,,,,,
Austria,Bundesliga,2021/2022,09/04/2022,16:00,Tirol,Altach,0,3,A,2.01,3.6,3.95,2.02,3.6,3.98,1.96,3.44,3.8,,,,,,
Austria,Bundesliga,2021/2022,10/04/2022,13:30,A. Klagenfurt,Salzburg,0,6,A,15.33,7.77,1.19,19.0,8.0,1.19,14.78,7.44,1.16,,,,,,
Austria,Bundesliga,2021/2022,10/04/2022,13:30,SK Rapid,Wolfsberger AC,2,1,H,2.24,3.6,3.28,2.24,3.62,3.35,2.16,3.46,3.19,,,,,,
Austria,Bundesliga,2021/2022,10/04/2022,16:00,Sturm Graz,Austria Vienna,1,0,H,2.11,3.46,3.77,2.11,3.58,3.8,2.03,3.41,3.58,,,,,,
Austria,Bundesliga,2021/2022,16/04/2022,16:00,Altach,LASK,0,0,D,5.86,4.06,1.63,5.86,4.25,1.67,5.45,3.95,1.6,,,,,,
Austria,Bundesliga,2021/2022,16/04/2022,16:00,Hartberg,Admira,1,2,A,3.51,3.24,2.31,3.51,3.26,2.71,3.22,3.12,2.32,,,,,,
Austria,Bundesliga,2021/2022,16/04/2022,16:00,Ried,Tirol,2,3,A,2.22,3.59,3.36,2.29,3.74,3.36,2.15,3.52,3.18,,,,,,
Austria,Bundesliga,2021/2022,17/04/2022,13:30,Austria Vienna,Salzburg,1,2,A,6.59,4.33,1.54,6.59,4.51,1.6,6.16,4.1,1.52,,,,,,
Austria,Bundesliga,2021/2022,17/04/2022,13:30,Sturm Graz,SK Rapid,2,1,H,1.95,3.71,4.03,1.97,3.94,4.26,1.92,3.61,3.8,,,,,,
Austria,Bundesliga,2021/2022,17/04/2022,16:00,Wolfsberger AC,A. Klagenfurt,1,2,A,1.44,5.01,7.02,1.56,5.1,7.5,1.42,4.76,6.7,,,,,,
Austria,Bundesliga,2021/2022,23/04/2022,16:00,Admira,Hartberg,1,3,A,2.15,3.34,3.8,2.15,3.49,3.82,2.07,3.29,3.66,,,,,,
Austria,Bundesliga,2021/2022,23/04/2022,16:00,LASK,Altach,2,1,H,1.29,5.83,11.4,1.4,6.0,12.0,1.3,5.32,9.66,,,,,,
Austria,Bundesliga,2021/2022,23/04/2022,16:00,Tirol,Ried,2,0,H,2.61,3.41,2.85,2.67,3.6,2.85,2.55,3.33,2.71,,,,,,
Austria,Bundesliga,2021/2022,24/04/2022,13:30,A. Klagenfurt,Wolfsberger AC,2,3,A,4.77,4.35,1.69,4.85,4.35,1.72,4.59,4.09,1.67,,,,,,
Austria,Bundesliga,2021/2022,24/04/2022,13:30,Salzburg,Austria Vienna,5,0,H,1.28,6.1,11.27,1.33,6.1,11.27,1.3,5.45,9.28,,,,,,
Austria,Bundesliga,2021/2022,24/04/2022,16:00,SK Rapid,Sturm Graz,1,1,D,3.08,3.72,2.3,3.1,3.72,2.45,2.91,3.5,2.29,,,,,,
Austria,Bundesliga,2021/2022,26/04/2022,17:30,Hartberg,Altach,4,0,H,2.12,3.29,3.94,2.13,3.47,4.1,2.04,3.3,3.73,,,,,,
Austria,Bundesliga,2021/2022,26/04/2022,17:30,Tirol,LASK,4,0,H,4.19,3.76,1.91,4.36,4.0,1.91,3.93,3.79,1.84,,,,,,
Austria,Bundesliga,2021/2022,04/12/2021,16:00,Sturm Graz,Admira,1,1,D,1.83,3.65,4.77,1.83,3.8,4.77,1.79,3.63,4.34,,,,,,
Austria,Bundesliga,2021/2022,07/05/2022,16:00,LASK,Hartberg,3,3,D,1.47,4.84,6.94,1.53,4.84,7.5,1.47,4.45,6.33,,,,,,
Austria,Bundesliga,2021/2022,01/12/2021,18:00,Altach,Sturm Graz,0,1,A,5.99,4.26,1.61,6.5,4.45,1.61,5.67,4.16,1.55,,,,,,
Austria,Bundesliga,2021/2022,21/08/2021,16:00,Tirol,Altach,0,0,D,1.89,4.14,3.87,1.98,4.16,4.2,1.88,3.89,3.65,,,,,,
Austria,Bundesliga,2021/2022,21/08/2021,16:00,Wolfsberger AC,Admira,3,0,H,1.88,3.78,4.25,2.03,4.0,4.26,1.93,3.59,3.78,,,,,,
Austria,Bundesliga,2021/2022,22/08/2021,16:00,LASK,Hartberg,1,1,D,1.54,4.85,5.66,1.57,4.85,6.0,1.52,4.55,5.44,,,,,,
Austria,Bundesliga,2021/2022,22/08/2021,16:00,SK Rapid,Ried,3,0,H,1.34,5.76,8.94,1.4,5.9,10.0,1.31,5.41,8.79,,,,,,
Austria,Bundesliga,2021/2022,22/08/2021,16:00,Sturm Graz,Austria Vienna,2,2,D,2.08,3.83,3.48,2.14,3.9,3.9,2.01,3.74,3.38,,,,,,
Austria,Bundesliga,2021/2022,28/08/2021,16:00,A. Klagenfurt,Tirol,2,1,H,2.66,3.85,2.55,2.69,3.88,2.65,2.58,3.68,2.48,,,,,,
Austria,Bundesliga,2021/2022,28/08/2021,16:00,Altach,Wolfsberger AC,1,2,A,3.59,3.68,2.09,3.59,3.85,2.17,3.31,3.53,2.09,,,,,,
Austria,Bundesliga,2021/2022,28/08/2021,16:00,Hartberg,Salzburg,0,1,A,10.41,6.4,1.27,10.41,6.5,1.31,9.17,6.01,1.27,,,,,,
Austria,Bundesliga,2021/2022,29/08/2021,16:00,Admira,Sturm Graz,1,1,D,5.3,3.92,1.7,5.4,4.0,1.74,4.9,3.76,1.69,,,,,,
Austria,Bundesliga,2021/2022,21/08/2021,16:00,Salzburg,A. Klagenfurt,3,1,H,1.11,11.16,22.43,1.15,12.0,23.0,1.1,9.86,19.45,,,,,,
Austria,Bundesliga,2021/2022,29/08/2021,16:00,Austria Vienna,SK Rapid,1,1,D,3.24,3.7,2.23,3.3,3.75,2.29,3.1,3.56,2.18,,,,,,
Austria,Bundesliga,2021/2022,11/09/2021,16:00,SK Rapid,Admira,1,2,A,1.45,4.92,7.06,1.46,5.0,8.4,1.41,4.72,6.99,,,,,,
Austria,Bundesliga,2021/2022,11/09/2021,16:00,Tirol,Salzburg,1,3,A,12.27,6.59,1.24,13.0,7.0,1.35,11.46,6.35,1.22,,,,,,
Austria,Bundesliga,2021/2022,11/09/2021,16:00,Wolfsberger AC,Hartberg,1,3,A,1.75,4.03,4.77,2.02,4.22,5.0,1.72,3.9,4.49,,,,,,
Austria,Bundesliga,2021/2022,12/09/2021,13:30,Altach,Ried,1,1,D,2.31,3.47,3.26,2.31,3.6,3.31,2.22,3.36,3.18,,,,,,
Austria,Bundesliga,2021/2022,12/09/2021,13:30,LASK,Austria Vienna,0,2,A,1.62,4.41,5.37,1.73,4.41,6.0,1.63,4.03,5.0,,,,,,
Austria,Bundesliga,2021/2022,12/09/2021,16:00,Sturm Graz,A. Klagenfurt,2,1,H,1.38,5.33,8.36,1.4,5.51,11.0,1.35,5.14,7.64,,,,,,
Austria,Bundesliga,2021/2022,18/09/2021,16:00,Admira,Hartberg,1,1,D,2.36,3.54,3.1,2.43,3.54,3.1,2.33,3.36,2.96,,,,,,
Austria,Bundesliga,2021/2022,18/09/2021,16:00,Austria Vienna,Altach,0,0,D,1.65,4.34,5.14,1.7,4.34,5.5,1.61,4.07,5.06,,,,,,
Austria,Bundesliga,2021/2022,18/09/2021,16:00,Ried,Wolfsberger AC,3,3,D,4.45,4.22,1.76,4.75,4.25,1.95,4.03,3.88,1.8,,,,,,
Austria,Bundesliga,2021/2022,29/08/2021,16:00,Ried,LASK,1,0,H,6.25,4.83,1.51,7.0,4.86,1.51,6.23,4.59,1.46,,,,,,
Austria,Bundesliga,2021/2022,15/08/2021,16:00,LASK,Sturm Graz,1,3,A,2.14,3.71,3.42,2.2,3.71,3.45,2.11,3.5,3.29,,,,,,
Austria,Bundesliga,2021/2022,15/08/2021,16:00,Austria Vienna,A. Klagenfurt,1,1,D,1.58,4.48,5.72,1.7,4.48,6.0,1.59,4.13,5.19,,,,,,
Austria,Bundesliga,2021/2022,15/08/2021,16:00,Altach,SK Rapid,2,1,H,4.45,4.09,1.78,4.75,4.2,1.78,4.35,3.95,1.72,,,,,,
Austria,Bundesliga,2021/2022,23/07/2021,19:30,Sturm Graz,Salzburg,1,3,A,5.03,4.11,1.7,5.2,4.38,1.72,4.83,4.07,1.64,,,,,,
Austria,Bundesliga,2021/2022,24/07/2021,16:00,Altach,LASK,0,1,A,6.15,4.4,1.56,6.5,4.4,1.58,5.87,4.22,1.53,,,,,,
Austria,Bundesliga,2021/2022,24/07/2021,16:00,SK Rapid,Hartberg,0,2,A,1.37,5.45,8.29,1.39,5.57,8.3,1.36,5.2,7.5,,,,,,
Austria,Bundesliga,2021/2022,24/07/2021,16:00,Tirol,Admira,1,1,D,2.21,3.57,3.37,2.24,3.7,3.88,2.08,3.47,3.4,,,,,,
Austria,Bundesliga,2021/2022,25/07/2021,16:00,A. Klagenfurt,Wolfsberger AC,1,1,D,2.99,3.66,2.38,3.13,3.84,2.4,2.92,3.46,2.31,,,,,,
Austria,Bundesliga,2021/2022,25/07/2021,16:00,Ried,Austria Vienna,2,1,H,3.22,3.78,2.21,3.32,3.78,2.28,3.09,3.58,2.17,,,,,,
Austria,Bundesliga,2021/2022,31/07/2021,16:00,Admira,A. Klagenfurt,4,0,H,2.39,3.5,3.09,2.44,3.75,3.1,2.32,3.39,2.97,,,,,,
Austria,Bundesliga,2021/2022,31/07/2021,16:00,Hartberg,Altach,1,2,A,2.06,3.52,3.85,2.07,3.6,3.98,2.0,3.44,3.68,,,,,,
Austria,Bundesliga,2021/2022,31/07/2021,16:00,LASK,SK Rapid,1,1,D,2.11,3.81,3.41,2.16,3.87,3.5,2.06,3.65,3.29,,,,,,
Austria,Bundesliga,2021/2022,01/08/2021,16:00,Austria Vienna,Tirol,1,1,D,2.01,3.9,3.64,2.08,3.93,3.67,1.99,3.74,3.41,,,,,,
Austria,Bundesliga,2021/2022,01/08/2021,16:00,Salzburg,Ried,7,1,H,1.11,10.69,22.62,1.12,11.1,26.0,1.1,9.81,20.13,,,,,,
Austria,Bundesliga,2021/2022,01/08/2021,16:00,Wolfsberger AC,Sturm Graz,1,4,A,3.18,3.79,2.22,3.18,3.79,2.28,3.04,3.62,2.18,,,,,,
Austria,Bundesliga,2021/2022,07/08/2021,16:00,A. Klagenfurt,Hartberg,4,3,H,2.62,3.78,2.62,2.69,3.78,2.62,2.59,3.59,2.5,,,,,,
Austria,Bundesliga,2021/2022,07/08/2021,16:00,Ried,Admira,2,1,H,3.12,3.49,2.29,3.27,3.6,2.35,3.07,3.41,2.24,,,,,,
Austria,Bundesliga,2021/2022,07/08/2021,16:00,Sturm Graz,Altach,3,1,H,1.37,5.49,8.5,1.45,5.6,8.64,1.35,5.15,7.74,,,,,,
Austria,Bundesliga,2021/2022,08/08/2021,16:00,SK Rapid,Wolfsberger AC,3,0,H,1.67,4.33,4.99,1.69,4.5,5.12,1.64,4.18,4.72,,,,,,
Austria,Bundesliga,2021/2022,08/08/2021,16:00,Salzburg,Austria Vienna,1,0,H,1.14,9.46,19.92,1.15,9.8,21.0,1.13,8.77,17.14,,,,,,
Austria,Bundesliga,2021/2022,08/08/2021,16:00,Tirol,LASK,1,1,D,4.2,3.79,1.89,4.24,3.88,1.96,3.88,3.67,1.87,,,,,,
Austria,Bundesliga,2021/2022,14/08/2021,16:00,Admira,Salzburg,0,1,A,11.71,6.44,1.26,13.0,6.75,1.3,11.0,6.14,1.23,,,,,,
Austria,Bundesliga,2021/2022,14/08/2021,16:00,Hartberg,Ried,1,1,D,2.09,3.71,3.56,2.1,3.8,3.6,2.03,3.62,3.38,,,,,,
Austria,Bundesliga,2021/2022,14/08/2021,16:00,Wolfsberger AC,Tirol,2,2,D,1.81,4.3,4.05,2.1,4.3,4.33,1.84,3.95,3.75,,,,,,
Austria,Bundesliga,2021/2022,19/09/2021,13:30,A. Klagenfurt,LASK,1,1,D,5.09,4.32,1.66,5.5,4.42,1.66,4.94,4.19,1.61,,,,,,
Austria,Bundesliga,2021/2022,19/09/2021,13:30,Sturm Graz,Tirol,5,0,H,1.48,4.92,6.51,1.49,5.0,7.5,1.45,4.72,6.22,,,,,,
Austria,Bundesliga,2021/2022,04/12/2021,16:00,Salzburg,Hartberg,2,1,H,1.19,7.59,15.22,1.2,7.87,15.22,1.18,7.11,13.27,,,,,,
Austria,Bundesliga,2021/2022,25/09/2021,16:00,Altach,A. Klagenfurt,0,4,A,2.54,3.58,2.82,2.56,3.68,3.05,2.46,3.49,2.7,,,,,,
Austria,Bundesliga,2021/2022,30/10/2021,16:00,Ried,Salzburg,2,2,D,16.61,8.24,1.17,22.0,8.64,1.2,16.4,7.8,1.15,,,,,,
Austria,Bundesliga,2021/2022,31/10/2021,13:30,Sturm Graz,Wolfsberger AC,0,3,A,1.97,3.79,3.89,2.05,3.93,3.9,1.93,3.69,3.65,,,,,,
Austria,Bundesliga,2021/2022,31/10/2021,13:30,Tirol,Austria Vienna,1,1,D,3.17,3.98,2.17,3.23,3.99,2.35,3.03,3.69,2.17,,,,,,
Austria,Bundesliga,2021/2022,31/10/2021,16:00,SK Rapid,LASK,3,2,H,2.29,3.66,3.16,2.33,3.75,3.6,2.2,3.55,3.05,,,,,,
Austria,Bundesliga,2021/2022,06/11/2021,16:00,Admira,Ried,1,2,A,2.12,3.4,3.82,2.17,3.49,3.9,2.07,3.27,3.65,,,,,,
Austria,Bundesliga,2021/2022,06/11/2021,16:00,Austria Vienna,Salzburg,0,1,A,8.02,5.35,1.39,9.0,5.37,1.43,7.55,5.02,1.37,,,,,,
Austria,Bundesliga,2021/2022,06/11/2021,16:00,Hartberg,A. Klagenfurt,0,2,A,2.26,3.76,3.12,2.29,3.8,3.12,2.2,3.65,2.99,,,,,,
