Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA,BFECH,BFECD,BFECA,B365CH,B365CD,B36CA
Austria,Bundesliga,2020/2021,17/04/2021,16:00,Ried,Altach,0,0,D,2.37,3.42,3.18,2.41,3.52,3.28,2.33,3.26,3.03,,,,,,
Austria,Bundesliga,2020/2021,17/04/2021,16:00,St. Polten,Austria Vienna,1,2,A,2.94,3.75,2.38,3.08,3.75,2.4,2.86,3.54,2.31,,,,,,
Austria,Bundesliga,2020/2021,20/03/2021,16:00,LASK,Salzburg,0,1,A,4.12,4.05,1.85,4.18,4.07,1.88,3.93,3.8,1.82,,,,,,
Austria,Bundesliga,2020/2021,04/04/2021,16:00,Salzburg,Sturm Graz,3,1,H,1.23,6.89,12.11,1.27,6.89,12.11,1.23,6.27,10.58,,,,,,
Austria,Bundesliga,2020/2021,14/03/2021,16:00,Wolfsberger AC,Tirol,3,5,A,1.83,3.98,4.29,1.98,3.99,4.29,1.82,3.71,4.02,,,,,,
Austria,Bundesliga,2020/2021,28/02/2021,16:00,Sturm Graz,Salzburg,2,1,H,8.13,4.99,1.41,8.13,5.23,1.45,6.95,4.77,1.4,,,,,,
Austria,Bundesliga,2020/2021,14/03/2021,16:00,St. Polten,Altach,0,1,A,2.49,3.62,2.86,2.58,3.62,3.0,2.42,3.41,2.77,,,,,,
Austria,Bundesliga,2020/2021,20/02/2021,16:00,Austria Vienna,Altach,5,1,H,1.84,3.97,4.26,1.87,4.03,4.44,1.79,3.78,4.05,,,,,,
Austria,Bundesliga,2020/2021,20/02/2021,16:00,Hartberg,Ried,1,1,D,2.5,3.65,2.83,2.55,3.76,2.92,2.37,3.54,2.75,,,,,,
Austria,Bundesliga,2020/2021,20/02/2021,16:00,Tirol,St. Polten,0,1,A,1.78,4.35,4.19,1.84,4.37,4.33,1.74,4.12,4.02,,,,,,
Austria,Bundesliga,2020/2021,21/02/2021,13:30,Admira,LASK,1,2,A,9.12,5.64,1.34,9.8,5.75,1.35,8.77,5.38,1.3,,,,,,
Austria,Bundesliga,2020/2021,21/02/2021,13:30,Sturm Graz,Wolfsberger AC,1,2,A,2.29,3.37,3.4,2.35,3.42,3.42,2.23,3.26,3.2,,,,,,
Austria,Bundesliga,2020/2021,21/02/2021,16:00,Salzburg,SK Rapid,4,2,H,1.52,5.11,5.69,1.57,5.11,5.91,1.51,4.61,5.29,,,,,,
Austria,Bundesliga,2020/2021,23/02/2021,17:30,Hartberg,Tirol,1,0,H,2.8,3.5,2.6,2.8,3.56,2.65,2.71,3.36,2.48,,,,,,
Austria,Bundesliga,2020/2021,27/02/2021,16:00,Admira,Tirol,1,1,D,3.37,3.6,2.2,3.46,3.8,2.21,3.23,3.53,2.1,,,,,,
Austria,Bundesliga,2020/2021,27/02/2021,16:00,LASK,Hartberg,1,2,A,1.37,5.41,8.5,1.4,5.66,8.5,1.34,5.19,7.64,,,,,,
Austria,Bundesliga,2020/2021,27/02/2021,16:00,SK Rapid,Ried,1,0,H,1.4,5.31,7.69,1.44,5.5,8.0,1.38,5.01,7.01,,,,,,
Austria,Bundesliga,2020/2021,28/02/2021,13:30,St. Polten,Austria Vienna,0,2,A,3.63,3.99,1.99,3.8,4.0,2.09,3.32,3.77,2.0,,,,,,
Austria,Bundesliga,2020/2021,28/02/2021,13:30,Wolfsberger AC,Altach,0,1,A,1.76,3.77,5.08,1.78,4.0,5.5,1.68,3.76,4.86,,,,,,
Austria,Bundesliga,2020/2021,06/03/2021,16:00,Altach,LASK,0,1,A,7.84,4.95,1.42,8.5,5.0,1.46,7.42,4.7,1.39,,,,,,
Austria,Bundesliga,2020/2021,06/03/2021,16:00,Hartberg,Admira,2,1,H,2.33,3.51,3.19,2.37,3.8,3.3,2.22,3.43,3.08,,,,,,
Austria,Bundesliga,2020/2021,06/03/2021,16:00,Tirol,Sturm Graz,1,1,D,3.1,3.61,2.33,3.1,3.66,2.36,2.99,3.47,2.25,,,,,,
Austria,Bundesliga,2020/2021,07/03/2021,13:30,Ried,Wolfsberger AC,0,4,A,4.27,4.02,1.83,4.34,4.02,1.86,4.11,3.72,1.81,,,,,,
Austria,Bundesliga,2020/2021,07/03/2021,13:30,Salzburg,St. Polten,4,1,H,1.09,12.71,22.97,1.1,14.03,36.0,1.07,11.62,24.86,,,,,,
Austria,Bundesliga,2020/2021,07/03/2021,16:00,Austria Vienna,SK Rapid,0,0,D,4.33,4.35,1.76,4.75,4.35,1.83,4.17,4.07,1.72,,,,,,
Austria,Bundesliga,2020/2021,13/03/2021,16:00,Salzburg,Admira,3,1,H,1.09,13.55,31.61,1.09,14.0,34.0,1.07,11.22,24.61,,,,,,
Austria,Bundesliga,2020/2021,14/03/2021,16:00,SK Rapid,Hartberg,4,0,H,1.45,5.03,7.04,1.47,5.4,7.5,1.42,4.78,6.48,,,,,,
Austria,Bundesliga,2020/2021,14/03/2021,16:00,Ried,LASK,0,3,A,8.0,5.17,1.4,8.54,5.34,1.44,7.37,4.87,1.38,,,,,,
Austria,Bundesliga,2020/2021,14/03/2021,16:00,Sturm Graz,Austria Vienna,2,1,H,2.05,3.61,3.8,2.13,3.65,3.8,2.01,3.44,3.57,,,,,,
Austria,Bundesliga,2020/2021,18/04/2021,13:30,Wolfsberger AC,Tirol,2,0,H,2.04,3.94,3.52,2.08,3.97,3.81,1.95,3.77,3.5,,,,,,
Austria,Bundesliga,2020/2021,30/05/2021,16:00,Wolfsberger AC,Austria Vienna,1,2,A,2.5,3.81,2.73,2.53,3.83,2.9,2.41,3.63,2.68,,,,,,
Austria,Bundesliga,2020/2021,20/04/2021,17:30,Altach,Admira,0,1,A,2.51,3.16,3.19,2.53,3.35,3.2,2.46,3.11,2.95,,,,,,
Austria,Bundesliga,2020/2021,11/05/2021,19:30,Austria Vienna,Hartberg,3,1,H,2.13,3.81,3.37,2.13,3.91,3.41,2.05,3.73,3.24,,,,,,
Austria,Bundesliga,2020/2021,12/05/2021,17:30,Tirol,Sturm Graz,2,3,A,3.11,3.66,2.26,3.2,3.75,2.26,3.04,3.59,2.19,,,,,,
Austria,Bundesliga,2020/2021,12/05/2021,17:30,Wolfsberger AC,LASK,0,4,A,3.74,4.03,1.92,3.9,4.1,1.95,3.64,3.85,1.89,,,,,,
Austria,Bundesliga,2020/2021,12/05/2021,19:30,Salzburg,SK Rapid,2,0,H,1.26,6.39,10.8,1.27,6.76,12.1,1.24,6.3,10.06,,,,,,
Austria,Bundesliga,2020/2021,15/05/2021,16:00,Altach,Ried,3,0,H,2.01,3.49,3.95,2.02,3.58,4.05,1.96,3.45,3.77,,,,,,
Austria,Bundesliga,2020/2021,15/05/2021,16:00,Austria Vienna,St. Polten,2,1,H,1.7,4.14,4.86,1.71,4.27,5.5,1.66,4.07,4.67,,,,,,
Austria,Bundesliga,2020/2021,15/05/2021,16:00,Hartberg,Admira,2,0,H,2.55,3.31,2.92,2.56,3.5,3.2,2.41,3.32,2.89,,,,,,
Austria,Bundesliga,2020/2021,16/05/2021,16:00,LASK,Salzburg,2,5,A,2.86,3.75,2.38,3.0,3.85,2.41,2.79,3.67,2.32,,,,,,
Austria,Bundesliga,2020/2021,16/05/2021,16:00,Sturm Graz,SK Rapid,4,1,H,3.06,3.86,2.22,3.32,3.88,2.24,3.02,3.67,2.18,,,,,,
Austria,Bundesliga,2020/2021,16/05/2021,16:00,Tirol,Wolfsberger AC,2,2,D,3.08,3.96,2.18,3.35,4.0,2.23,3.0,3.73,2.17,,,,,,
Austria,Bundesliga,2020/2021,21/05/2021,18:00,Admira,Altach,1,1,D,6.84,4.63,1.44,7.93,5.25,1.85,6.55,4.72,1.43,,,,,,
Austria,Bundesliga,2020/2021,21/05/2021,18:00,Ried,Austria Vienna,3,2,H,2.96,3.73,2.32,3.03,3.95,2.38,2.87,3.65,2.27,,,,,,
Austria,Bundesliga,2020/2021,21/05/2021,18:00,St. Polten,Hartberg,0,1,A,2.88,3.83,2.34,3.06,3.98,2.34,2.85,3.73,2.25,,,,,,
Austria,Bundesliga,2020/2021,22/05/2021,16:00,SK Rapid,LASK,3,0,H,2.44,4.0,2.71,2.45,4.0,2.79,2.39,3.78,2.65,,,,,,
Austria,Bundesliga,2020/2021,22/05/2021,16:00,Salzburg,Tirol,4,0,H,1.11,11.81,18.55,1.17,12.2,23.0,1.11,10.37,17.16,,,,,,
Austria,Bundesliga,2020/2021,22/05/2021,16:00,Wolfsberger AC,Sturm Graz,1,3,A,3.51,4.07,2.01,3.61,4.24,2.11,3.35,3.92,1.97,,,,,,
Austria,Bundesliga,2020/2021,24/05/2021,16:00,Hartberg,Austria Vienna,0,3,A,2.79,3.65,2.53,2.89,3.79,2.53,2.75,3.52,2.42,,,,,,
Austria,Bundesliga,2020/2021,26/05/2021,17:00,A. Klagenfurt,St. Polten,4,0,H,2.11,3.52,3.48,2.31,3.6,3.48,2.11,3.43,3.32,,,,,,
Austria,Bundesliga,2020/2021,27/05/2021,18:00,Austria Vienna,Wolfsberger AC,3,0,H,2.48,3.67,2.84,2.52,3.72,2.86,2.38,3.55,2.76,,,,,,
Austria,Bundesliga,2020/2021,29/05/2021,16:00,St. Polten,A. Klagenfurt,0,1,A,2.75,4.0,2.41,3.01,4.0,2.46,2.68,3.74,2.34,,,,,,
Austria,Bundesliga,2020/2021,14/02/2021,16:00,LASK,Sturm Graz,2,0,H,1.61,4.42,5.43,1.64,4.5,5.5,1.58,4.23,5.09,,,,,,
Austria,Bundesliga,2020/2021,11/05/2021,17:30,St. Polten,Altach,3,3,D,2.87,3.42,2.59,2.88,3.79,2.64,2.72,3.3,2.55,,,,,,
Austria,Bundesliga,2020/2021,18/04/2021,16:00,SK Rapid,Sturm Graz,0,0,D,1.91,4.19,3.73,1.98,4.39,3.82,1.88,3.89,3.61,,,,,,
Austria,Bundesliga,2020/2021,11/05/2021,17:30,Ried,Admira,0,0,D,2.98,3.28,2.58,2.98,3.47,2.63,2.8,3.21,2.53,,,,,,
Austria,Bundesliga,2020/2021,09/05/2021,13:30,Sturm Graz,Salzburg,1,3,A,8.27,5.79,1.35,10.0,5.8,1.41,7.71,5.35,1.34,,,,,,
Austria,Bundesliga,2020/2021,20/04/2021,17:30,Hartberg,St. Polten,0,0,D,2.04,3.74,3.68,2.07,3.89,3.73,1.98,3.65,3.47,,,,,,
Austria,Bundesliga,2020/2021,20/04/2021,19:30,Austria Vienna,Ried,2,2,D,1.74,4.22,4.57,1.83,4.24,4.71,1.71,3.95,4.37,,,,,,
Austria,Bundesliga,2020/2021,21/04/2021,17:30,Sturm Graz,Wolfsberger AC,0,1,A,2.49,3.52,2.92,2.54,3.79,3.16,2.35,3.46,2.86,,,,,,
Austria,Bundesliga,2020/2021,21/04/2021,17:30,Tirol,Salzburg,3,2,H,11.49,6.96,1.24,12.0,7.2,1.25,10.66,6.76,1.21,,,,,,
Austria,Bundesliga,2020/2021,21/04/2021,19:30,LASK,SK Rapid,1,1,D,2.25,3.81,3.11,2.32,3.9,3.19,2.16,3.7,3.01,,,,,,
Austria,Bundesliga,2020/2021,24/04/2021,16:00,Admira,Austria Vienna,0,2,A,3.16,3.67,2.28,3.26,3.69,2.28,3.09,3.51,2.2,,,,,,
Austria,Bundesliga,2020/2021,24/04/2021,16:00,Altach,Hartberg,2,2,D,2.93,3.53,2.48,3.01,3.72,2.62,2.8,3.35,2.44,,,,,,
Austria,Bundesliga,2020/2021,24/04/2021,16:00,Ried,St. Polten,2,1,H,2.32,3.67,3.08,2.46,3.7,3.18,2.28,3.47,2.96,,,,,,
Austria,Bundesliga,2020/2021,25/04/2021,13:30,SK Rapid,Tirol,4,0,H,1.51,5.15,5.78,1.53,5.2,5.87,1.48,4.81,5.54,,,,,,
Austria,Bundesliga,2020/2021,25/04/2021,13:30,Wolfsberger AC,Salzburg,1,2,A,8.47,6.11,1.32,8.5,6.61,1.34,7.85,5.88,1.3,,,,,,
Austria,Bundesliga,2020/2021,25/04/2021,16:00,Sturm Graz,LASK,3,1,H,3.64,3.72,2.06,3.75,3.76,2.13,3.46,3.54,2.03,,,,,,
Austria,Bundesliga,2020/2021,27/04/2021,17:30,Austria Vienna,Admira,0,0,D,1.98,3.65,4.0,2.02,3.83,4.19,1.92,3.54,3.81,,,,,,
Austria,Bundesliga,2020/2021,27/04/2021,17:30,Hartberg,Altach,2,1,H,2.13,3.58,3.58,2.13,3.66,3.69,2.06,3.46,3.45,,,,,,
Austria,Bundesliga,2020/2021,27/04/2021,17:30,St. Polten,Ried,0,0,D,2.78,3.42,2.67,2.91,3.6,2.67,2.69,3.33,2.55,,,,,,
Austria,Bundesliga,2020/2021,28/04/2021,17:30,LASK,Sturm Graz,0,0,D,2.01,3.58,3.97,2.08,3.6,4.0,2.01,3.44,3.62,,,,,,
Austria,Bundesliga,2020/2021,28/04/2021,17:30,Salzburg,Wolfsberger AC,1,1,D,1.35,6.06,7.86,1.37,6.06,9.0,1.33,5.64,7.43,,,,,,
Austria,Bundesliga,2020/2021,28/04/2021,17:30,Tirol,SK Rapid,2,3,A,5.8,5.13,1.51,6.0,5.13,1.58,5.35,4.7,1.51,,,,,,
Austria,Bundesliga,2020/2021,08/05/2021,16:00,Admira,St. Polten,2,0,H,2.43,3.36,3.14,2.53,3.44,3.23,2.35,3.27,3.05,,,,,,
Austria,Bundesliga,2020/2021,08/05/2021,16:00,Altach,Austria Vienna,2,1,H,3.47,3.61,2.16,3.6,3.7,2.21,3.3,3.47,2.13,,,,,,
Austria,Bundesliga,2020/2021,08/05/2021,16:00,Hartberg,Ried,1,1,D,1.85,3.98,4.17,1.98,3.98,4.32,1.87,3.72,3.92,,,,,,
Austria,Bundesliga,2020/2021,09/05/2021,13:30,LASK,Tirol,3,3,D,1.39,5.52,7.68,1.42,5.52,8.0,1.38,5.02,7.37,,,,,,
Austria,Bundesliga,2020/2021,09/05/2021,16:00,SK Rapid,Wolfsberger AC,1,2,A,1.63,4.47,5.17,1.68,4.47,5.25,1.63,4.19,4.81,,,,,,
Austria,Bundesliga,2020/2021,14/02/2021,13:30,Ried,St. Polten,1,1,D,2.35,3.84,2.92,2.4,3.86,2.92,2.28,3.67,2.81,,,,,,
Austria,Bundesliga,2020/2021,11/09/2020,17:30,SK Rapid,Admira,4,1,H,1.4,5.21,7.4,1.42,5.5,8.0,1.37,4.91,7.22,,,,,,
Austria,Bundesliga,2020/2021,13/02/2021,16:00,Wolfsberger AC,Admira,2,1,H,1.69,4.01,5.24,1.7,4.04,5.32,1.67,3.8,4.89,,,,,,
Austria,Bundesliga,2020/2021,24/10/2020,16:00,Ried,Sturm Graz,0,2,A,3.42,3.87,2.09,3.6,3.89,2.09,3.36,3.7,2.0,,,,,,
Austria,Bundesliga,2020/2021,25/10/2020,13:30,LASK,St. Polten,4,0,H,1.58,4.69,5.41,1.58,4.77,6.0,1.52,4.5,5.36,,,,,,
Austria,Bundesliga,2020/2021,25/10/2020,13:30,Tirol,Hartberg,1,1,D,2.17,4.0,3.15,2.22,4.13,3.15,2.11,3.86,2.97,,,,,,
Austria,Bundesliga,2020/2021,25/10/2020,16:00,Wolfsberger AC,SK Rapid,3,4,A,3.38,3.87,2.11,3.38,3.94,2.17,3.14,3.72,2.07,,,,,,
Austria,Bundesliga,2020/2021,31/10/2020,16:00,Hartberg,Austria Vienna,2,1,H,3.52,4.1,2.0,3.52,4.1,2.09,3.3,3.89,1.98,,,,,,
Austria,Bundesliga,2020/2021,31/10/2020,16:00,Salzburg,Tirol,5,0,H,1.12,10.99,22.06,1.13,11.52,23.0,1.1,9.86,19.11,,,,,,
Austria,Bundesliga,2020/2021,31/10/2020,16:00,St. Polten,Ried,4,0,H,1.93,4.17,3.69,1.96,4.2,3.8,1.88,3.98,3.54,,,,,,
Austria,Bundesliga,2020/2021,01/11/2020,13:30,Admira,Wolfsberger AC,1,3,A,3.43,3.81,2.11,3.53,3.81,2.12,3.34,3.68,2.02,,,,,,
Austria,Bundesliga,2020/2021,01/11/2020,13:30,SK Rapid,Altach,3,1,H,1.43,5.17,7.22,1.44,5.18,7.22,1.41,4.87,6.53,,,,,,
Austria,Bundesliga,2020/2021,01/11/2020,16:00,Sturm Graz,LASK,0,2,A,3.37,3.83,2.13,3.5,3.83,2.19,3.29,3.63,2.06,,,,,,
Austria,Bundesliga,2020/2021,07/11/2020,16:00,Altach,Austria Vienna,0,0,D,3.41,3.78,2.12,3.75,3.8,2.2,3.26,3.54,2.09,,,,,,
Austria,Bundesliga,2020/2021,07/11/2020,16:00,Ried,Hartberg,2,0,H,2.39,3.95,2.81,2.39,4.03,2.9,2.28,3.77,2.75,,,,,,
Austria,Bundesliga,2020/2021,07/11/2020,16:00,St. Polten,Tirol,0,1,A,2.26,4.02,2.96,2.31,4.02,3.2,2.18,3.77,2.91,,,,,,
Austria,Bundesliga,2020/2021,08/11/2020,13:30,LASK,Admira,4,0,H,1.18,8.12,14.65,1.2,8.12,15.43,1.18,7.13,13.07,,,,,,
Austria,Bundesliga,2020/2021,08/11/2020,16:00,SK Rapid,Salzburg,1,1,D,5.98,5.07,1.5,6.0,5.08,1.53,5.49,4.75,1.49,,,,,,
Austria,Bundesliga,2020/2021,21/11/2020,16:00,Altach,Wolfsberger AC,0,2,A,3.35,4.05,2.07,3.42,4.05,2.19,3.18,3.72,2.07,,,,,,
Austria,Bundesliga,2020/2021,21/11/2020,16:00,Hartberg,LASK,1,1,D,9.35,6.14,1.3,9.35,6.14,1.35,8.42,5.65,1.3,,,,,,
Austria,Bundesliga,2020/2021,21/11/2020,16:00,Salzburg,Sturm Graz,1,3,A,1.27,6.28,11.19,1.29,7.0,11.24,1.25,5.97,9.76,,,,,,
Austria,Bundesliga,2020/2021,22/11/2020,13:30,Austria Vienna,St. Polten,1,1,D,1.9,3.91,4.04,1.98,3.95,4.04,1.88,3.71,3.78,,,,,,
Austria,Bundesliga,2020/2021,22/11/2020,13:30,Tirol,Admira,3,0,H,1.7,4.27,4.82,1.74,4.27,5.25,1.69,3.97,4.51,,,,,,
Austria,Bundesliga,2020/2021,22/11/2020,16:00,Ried,SK Rapid,4,3,H,7.47,6.14,1.35,9.0,6.14,1.36,7.84,5.72,1.31,,,,,,
Austria,Bundesliga,2020/2021,24/10/2020,16:00,Altach,Admira,4,2,H,1.85,4.02,4.16,1.9,4.02,4.33,1.81,3.79,3.99,,,,,,
Austria,Bundesliga,2020/2021,28/11/2020,16:00,Admira,Hartberg,2,3,A,2.86,3.78,2.42,2.96,3.82,2.42,2.76,3.6,2.35,,,,,,
Austria,Bundesliga,2020/2021,04/10/2020,16:00,SK Rapid,LASK,3,0,H,2.23,4.05,3.0,2.24,4.05,3.1,2.16,3.79,2.93,,,,,,
Austria,Bundesliga,2020/2021,04/10/2020,13:30,Salzburg,Hartberg,7,1,H,1.07,15.01,30.51,1.07,15.5,36.0,1.05,13.57,27.06,,,,,,
Austria,Bundesliga,2020/2021,14/02/2021,13:30,Austria Vienna,Hartberg,0,1,A,2.13,3.68,3.48,2.13,3.98,3.78,2.06,3.58,3.32,,,,,,
Austria,Bundesliga,2020/2021,11/09/2020,19:30,LASK,Austria Vienna,1,0,H,1.53,4.64,5.94,1.6,4.7,6.0,1.51,4.42,5.63,,,,,,
Austria,Bundesliga,2020/2021,12/09/2020,16:00,Altach,Hartberg,1,1,D,2.08,4.04,3.32,2.18,4.04,3.5,2.04,3.77,3.21,,,,,,
Austria,Bundesliga,2020/2021,13/09/2020,13:30,Ried,Tirol,3,2,H,2.04,3.99,3.49,2.09,3.99,3.51,2.0,3.67,3.37,,,,,,
Austria,Bundesliga,2020/2021,13/09/2020,13:30,St. Polten,Sturm Graz,0,0,D,3.05,3.72,2.32,3.3,3.75,2.37,3.01,3.5,2.22,,,,,,
Austria,Bundesliga,2020/2021,13/09/2020,16:00,Wolfsberger AC,Salzburg,1,3,A,8.25,6.08,1.34,8.5,6.08,1.37,7.68,5.6,1.32,,,,,,
Austria,Bundesliga,2020/2021,19/09/2020,16:00,Salzburg,Altach,4,1,H,1.09,11.29,18.27,1.13,11.29,24.0,1.09,10.15,19.01,,,,,,
Austria,Bundesliga,2020/2021,19/09/2020,16:00,Sturm Graz,SK Rapid,1,1,D,4.43,4.45,1.72,4.75,4.45,1.84,4.31,4.06,1.71,,,,,,
Austria,Bundesliga,2020/2021,19/09/2020,16:00,Tirol,LASK,1,1,D,6.73,4.78,1.48,6.73,4.88,1.5,6.16,4.57,1.46,,,,,,
Austria,Bundesliga,2020/2021,20/09/2020,13:30,Admira,St. Polten,0,5,A,3.28,3.58,2.25,3.43,3.58,2.3,3.1,3.42,2.22,,,,,,
Austria,Bundesliga,2020/2021,20/09/2020,13:30,Hartberg,Wolfsberger AC,0,2,A,3.99,4.4,1.81,4.2,4.4,1.9,3.88,4.05,1.78,,,,,,
Austria,Bundesliga,2020/2021,20/09/2020,16:00,Austria Vienna,Ried,2,1,H,2.1,3.83,3.43,2.11,3.92,3.7,2.01,3.74,3.34,,,,,,
Austria,Bundesliga,2020/2021,26/09/2020,16:00,Altach,Tirol,0,2,A,2.01,3.95,3.61,2.06,3.95,3.93,1.93,3.72,3.55,,,,,,
Austria,Bundesliga,2020/2021,26/09/2020,16:00,Ried,Salzburg,1,3,A,11.85,6.85,1.22,13.5,8.0,1.25,10.71,6.82,1.21,,,,,,
Austria,Bundesliga,2020/2021,26/09/2020,16:00,St. Polten,SK Rapid,1,2,A,4.17,3.98,1.85,4.2,4.05,1.87,3.96,3.82,1.81,,,,,,
Austria,Bundesliga,2020/2021,27/09/2020,13:30,Austria Vienna,Admira,2,2,D,1.47,4.86,6.82,1.49,4.99,7.13,1.45,4.61,6.31,,,,,,
Austria,Bundesliga,2020/2021,27/09/2020,13:30,Hartberg,Sturm Graz,1,1,D,3.3,4.08,2.08,3.44,4.08,2.23,3.09,3.72,2.1,,,,,,
Austria,Bundesliga,2020/2021,27/09/2020,16:00,LASK,Wolfsberger AC,3,1,H,1.68,4.48,4.66,1.74,4.48,4.68,1.68,4.15,4.34,,,,,,
Austria,Bundesliga,2020/2021,03/10/2020,16:00,Admira,Ried,3,1,H,3.11,3.72,2.28,3.25,3.75,2.28,3.08,3.58,2.16,,,,,,
Austria,Bundesliga,2020/2021,03/10/2020,16:00,Tirol,Austria Vienna,0,2,A,3.09,3.65,2.33,3.2,3.72,2.33,2.95,3.56,2.24,,,,,,
Austria,Bundesliga,2020/2021,03/10/2020,16:00,Wolfsberger AC,St. Polten,2,4,A,1.77,4.14,4.49,1.83,4.15,4.49,1.75,3.91,4.15,,,,,,
Austria,Bundesliga,2020/2021,04/10/2020,13:30,Sturm Graz,Altach,4,0,H,1.91,4.01,3.91,2.64,4.01,4.0,1.91,3.71,3.7,,,,,,
Austria,Bundesliga,2020/2021,28/11/2020,16:00,St. Polten,Salzburg,2,8,A,13.62,8.25,1.19,15.0,8.7,1.2,12.23,7.65,1.17,,,,,,
Austria,Bundesliga,2020/2021,24/10/2020,16:00,Austria Vienna,Salzburg,0,2,A,7.87,5.86,1.36,9.0,5.86,1.38,7.31,5.55,1.33,,,,,,
Austria,Bundesliga,2020/2021,29/11/2020,13:30,LASK,Altach,3,0,H,1.23,6.94,12.04,1.28,6.94,12.44,1.24,6.25,10.42,,,,,,
Austria,Bundesliga,2020/2021,24/01/2021,13:30,Altach,Salzburg,0,2,A,16.26,9.07,1.16,19.0,9.07,1.17,14.56,8.09,1.15,,,,,,
Austria,Bundesliga,2020/2021,24/01/2021,16:00,LASK,Tirol,2,4,A,1.37,5.61,7.88,1.4,5.8,9.0,1.35,5.3,7.33,,,,,,
Austria,Bundesliga,2020/2021,26/01/2021,17:30,Admira,Austria Vienna,0,4,A,3.79,3.77,2.0,3.83,3.77,2.17,3.4,3.54,2.04,,,,,,
Austria,Bundesliga,2020/2021,26/01/2021,17:30,Sturm Graz,Hartberg,2,1,H,1.72,4.1,4.85,1.75,4.34,5.5,1.64,4.03,4.83,,,,,,
Austria,Bundesliga,2020/2021,27/01/2021,17:30,SK Rapid,St. Polten,2,1,H,1.39,5.41,7.77,1.39,5.75,8.5,1.36,5.24,7.2,,,,,,
Austria,Bundesliga,2020/2021,27/01/2021,17:30,Salzburg,Ried,3,0,H,1.13,10.04,21.94,1.14,11.0,21.99,1.11,9.31,18.32,,,,,,
